适用的包,品牌名称,Value
类目公域行为,CHIMAERA（美妆）,14213350212
类目公域行为,CHINFEE/晨锋,23233443440
类目公域行为,CHIOTURE 稚优泉,126040154
类目公域行为,CHLITINA/克丽缇娜,3343833
类目公域行为,CHLORIS/笨精灵,1969644915
类目公域行为,CHOCOLATE BABY/巧克力宝贝,1902500657
类目公域行为,CHOCZERO,1918593324
类目公域行为,CHOIEE-PET,6685534982
类目公域行为,CHONLDERL/宠袋,1861986029
类目公域行为,CHORNDYE/自然妍,2457473037
类目公域行为,CHOSENNOTES,21805183011
类目公域行为,CHOWSING/宠幸,95325178
类目公域行为,CHP（洗护）,23572601024
类目公域行为,CHRISTINA/科蕴兰,9639723548
类目公域行为,CHRONO CROSS/逆光之肌,2495306585
类目公域行为,CHUETEYOF/春天悦坊,2447727843
类目公域行为,CHUKCHI/楚克奇,137239813
类目公域行为,CI,3937203
类目公域行为,CIAO/妙好,681640127
类目公域行为,CICIM/氏氏美,588316714
类目公域行为,CICK,87662335
类目公域行为,CITISHE/瓷天使,3829979275
类目公域行为,CITRACIUM/摄达,3503424003
类目公域行为,CITTA/西苔,12657690217
类目公域行为,CIYUANSD,18303104324
类目公域行为,CJC/舂景瓷,6189837217
类目公域行为,CKBEBE,1553638467
类目公域行为,CKIU,170108899
类目公域行为,CKM/陈克明,13683451
类目公域行为,CLASSICA,11353630
类目公域行为,CLAUDIUS/珂洛帝斯,1877151167
类目公域行为,CLAYGE,721965181
类目公域行为,CLEAIR/可丽爱,371176866
类目公域行为,CLEALION/净狮,7576100642
类目公域行为,CLEAN&CLEAR/可伶可俐,66935
类目公域行为,CLEAR/清扬,3282725
类目公域行为,CLEVER MAMA/巧妈妈,246698052
类目公域行为,CLEVERTREE,31066613
类目公域行为,CLINVIA/克莉维娅,634842772
类目公域行为,CLNENR,1900946622
类目公域行为,CLOROX/高乐氏,8938488
类目公域行为,CLOVE BABY,6103526527
类目公域行为,CLUBMAN/克拉伯曼,569706002
类目公域行为,CM/朝美,11430275
类目公域行为,CMSH/草莓生活,285322685
类目公域行为,CN/创宁,62723362
类目公域行为,CNICE/纳爱斯,231912612
类目公域行为,CNP/希恩派,659792307
类目公域行为,CNUGGCH,2237617795
类目公域行为,COACH/蔻驰,3889310
类目公域行为,COBOR/可贝尔,3286076
类目公域行为,COCO AMELIA,4535807008
类目公域行为,COCOA HONEY/可可哈尼,3952774543
类目公域行为,COCOESSENCE/遇见香芬,662822074
类目公域行为,COCOLOUIS,14569367649
类目公域行为,COCOME/可可萌,684950043
类目公域行为,COCON/可康,103299280
类目公域行为,COCOON APOTHECARY/可可恩,8351409236
类目公域行为,COCOSOPHIE,18803404392
类目公域行为,CODE MINT/纨素之肤,11488934084
类目公域行为,CODE8,96155161
类目公域行为,CODEAGE,6295320803
类目公域行为,CODEGARDEN,5712221116
类目公域行为,CODEX,6781158
类目公域行为,CODOS/科德士,3480831
类目公域行为,COFCOXIANGXUE/中粮香雪,2836118036
类目公域行为,COFOLIA,17340817984
类目公域行为,COFU,79719450
类目公域行为,COGI/高姿,3304254
类目公域行为,COJEMIMUR/空间密码,9710704437
类目公域行为,COKABY/可卡贝,648180697
类目公域行为,COKIT/植气专研,21030828446
类目公域行为,COLIMIDA/口力米大（家电）,2441319352
类目公域行为,COLOR CASA,554496983
类目公域行为,COLOR LOMO,16346763838
类目公域行为,COLOR WOW,595318667
类目公域行为,COLOUR FEEL,858224649
类目公域行为,COMBEATS,2202074406
类目公域行为,COMBICH/康比奇,2532299480
类目公域行为,COMBO,21390
类目公域行为,COMEYER/可魅儿,61885995
类目公域行为,COMODOBAPA,5437526456
类目公域行为,COMWELL,9334589
类目公域行为,CONBA/康恩贝,117800
类目公域行为,COOL YOU/酷幼,4535700
类目公域行为,COOLYEP/酷易,583714029
类目公域行为,COOSIGAR/卡仕伽,5473438204
类目公域行为,COPASSION/酷帕滋,342972776
类目公域行为,CORELE（美妆）,20610323663
类目公域行为,CORN/玉米,825118890
类目公域行为,COROU/可心柔,702196204
类目公域行为,CORRECTORS/科瑞肤,20354653207
类目公域行为,CORY/可韵,6449333
类目公域行为,COS/韩喜,4459758628
类目公域行为,COSTA,8071271
类目公域行为,COTE NOIRE,578072990
类目公域行为,COTOONS,11954071
类目公域行为,COTTON DEER/棉花鹿（居家布艺）,15028706805
类目公域行为,COTTON SHOOTS/棉芽,1964485889
类目公域行为,COTTON SHOOTS/棉芽（居家布艺）,3372390126
类目公域行为,COTUO/弛图,1466448418
类目公域行为,COUMWLV/匡履,1950126054
类目公域行为,COVERMARK/珂芙缦,985848144
类目公域行为,COVO COYO,17306874088
类目公域行为,COW/牛乳石硷,623528101
类目公域行为,COWSAR/初莎,1587958662
类目公域行为,CPAI,7933848
类目公域行为,CPB/肌肤之钥,18641319
类目公域行为,CPT/康比特,40918
类目公域行为,CQAUS,2774640388
类目公域行为,CRAZY PLANT,21492037471
类目公域行为,CREAM HAUS,552310144
类目公域行为,CREATIVE BABY,49782670
类目公域行为,CREED（美妆）,11089806727
类目公域行为,CREST TEA INDUSTRY/顶峰茶业,95277052
类目公域行为,CSPC/石药集团,4391473
类目公域行为,CT,122633320
类目公域行为,CTAB,401926811
类目公域行为,CTT-CTM,7615752798
类目公域行为,CUCM,593468929
类目公域行为,CUGF/厨贵妃,2361208219
类目公域行为,CUKA CLUB/第3眼,23829413878
类目公域行为,CULTI/库俐缇,26063227638
类目公域行为,CULTURELLE/康萃乐,661012501
类目公域行为,CUMLAUDE LAB:/珂蔓朵,20745867622
类目公域行为,CURAPROX/科瑞宝士,1877946284
类目公域行为,CURLY TAIL/卷尾巴,2482105460
类目公域行为,CUTEPOL/囧宝,26132213734
类目公域行为,CUTEZOO/萌助,6503181669
类目公域行为,CUTIE BABY/贝多喜,635778588
类目公域行为,CVBRNVEDTR/驰倪朵,1979265559
类目公域行为,CVCV,6460683
类目公域行为,CVT/中越泰,6712960
类目公域行为,CVVZ,143631149
类目公域行为,CYBER COLORS/尚智色彩,93406432
类目公域行为,CYKINGDOM,12342472120
类目公域行为,CYPP/彩云琵琶,217444206
类目公域行为,CZDANG,12640837283
类目公域行为,CZEL/绔姿,1044958658
类目公域行为,CZRIJI,13026305880
类目公域行为,CZY（食品）,7831020774
类目公域行为,Calbee/卡乐B,125844877
类目公域行为,Camel/骆驼,47342
类目公域行为,Canon/佳能,81155
类目公域行为,ChaCheer/洽洽,1094640108
类目公域行为,Chigo/志高,30664
类目公域行为,Chloe/蔻依,30061
类目公域行为,Colgate/高露洁,94517
类目公域行为,Cosme Decorte/黛珂,7066493
类目公域行为,Curel/珂润,89540551
类目公域行为,C＇CHOICE/采琪采,683700391
类目公域行为,D-EYE DEER/电眼鹿,23624304708
类目公域行为,D-SORB/滴适宝,1237528931
类目公域行为,D1（母婴）,22093051259
类目公域行为,DAB/德伯,461118156
类目公域行为,DADDY'S CHOICE/爸爸的选择,1101692468
类目公域行为,DADDY'S HONOR/爸爸的荣耀,7220613484
类目公域行为,DADDYLAB/老爸评测,5515560793
类目公域行为,DAGI/道吉草,6862219206
类目公域行为,DAILY LAB,2443100990
类目公域行为,DAISO/大创,3726885
类目公域行为,DAISY FSMP/冬泽特医,1037084604
类目公域行为,DAISY SKY/雏菊的天空,835236907
类目公域行为,DAISY YOUNG,29223849217
类目公域行为,DALSI/黛丽丝时尚假发,133319338
类目公域行为,DAMAH（美妆）,2874382454
类目公域行为,DAMEL/龙昌达美,23975162046
类目公域行为,DANA,6239425
类目公域行为,DANISA/皇冠,139041082
类目公域行为,DANMANNI/丹蔓妮,8937434933
类目公域行为,DAN·D·PAK/丹帝,1863514360
类目公域行为,DARKF/达克芙,6926769392
类目公域行为,DARLIE/好来,19231439862
类目公域行为,DARMALS/大玛仕,1131418346
类目公域行为,DARPHIN/朵梵,1946158499
类目公域行为,DASIQUE/代曦可,9467360024
类目公域行为,DAUBLNATUR,22768495903
类目公域行为,DAUPHIN PASTOUREAU/多斐,7615829034
类目公域行为,DAVIS（宠物用品）,18635971452
类目公域行为,DAVRMETEY/黛蜜缇,14126690861
类目公域行为,DAYCARE/得琪,13579330
类目公域行为,DAZEE/大吱,14438109477
类目公域行为,DCEO,148229743
类目公域行为,DD BEIER/朵朵贝儿,3543342
类目公域行为,DDJ/哆哆家,1974198506
类目公域行为,DDOXOO,13420833745
类目公域行为,DEAR BOYFRIEND/亲爱男友,6205267432
类目公域行为,DEAR DAHLIA,1899534568
类目公域行为,DECLARE LOVE（数码）,6050605235
类目公域行为,DECREMUS,25844597607
类目公域行为,DEJAVU/黛佳碧,378716173
类目公域行为,DELE/得乐,152850277
类目公域行为,DELEAD,688938613
类目公域行为,DELEAD/帝狼,1976737977
类目公域行为,DELIS/煌上煌,111495
类目公域行为,DELIXI ELECTRIC/德力西电气,10673787
类目公域行为,DEMI.BAI,7013963095
类目公域行为,DEMUM,307662049
类目公域行为,DENTALPRO/丹特博,634358706
类目公域行为,DEPONTAQUA,1215234614
类目公域行为,DERMAANGEL/护妍天使,1310608087
类目公域行为,DERMABELL/德玛贝尔,1914326389
类目公域行为,DERMAFIRM+/德妃,2459544056
类目公域行为,DERMINA/欧敏肤,31898721
类目公域行为,DERMOSUAVINA1880,5630695960
类目公域行为,DERMOXEN,22013883274
类目公域行为,DEVA,7586539
类目公域行为,DEVI/黛妃,3297831
类目公域行为,DEVON/大有,113276112
类目公域行为,DEXTER/戴·可·思,1889151222
类目公域行为,DEZONE/黛庄,2807541203
类目公域行为,DGTH/优宝龙,2465080410
类目公域行为,DHA-FRANCE,559434793
类目公域行为,DHC,20029
类目公域行为,DHP/宠活沛,25525315201
类目公域行为,DI-YAMAN,1863359186
类目公域行为,DIALYPRO,1967571546
类目公域行为,DIAMOND CARE,2501553998
类目公域行为,DIARY,3917363
类目公域行为,DICCEAO/迪珂奥,3084951262
类目公域行为,DIDINIKA （五金）,6025860310
类目公域行为,DIETAROMA,156622725
类目公域行为,DIETMED,450064230
类目公域行为,DIFKING,2889292075
类目公域行为,DIGAPLUS,7109875543
类目公域行为,DIGIFOX,82492085
类目公域行为,DIMMI/迪米未来,20597785592
类目公域行为,DINKISS,22106834193
类目公域行为,DINTO（美妆）,21775999435
类目公域行为,DIOUDX,20396738055
类目公域行为,DIPA/迪攀,29277649339
类目公域行为,DIRUC,2427115102
类目公域行为,DISC DOG/飞盘狗,8258175202
类目公域行为,DISTORTING MIRROR/哈哈镜,346486349
类目公域行为,DIW,29274146
类目公域行为,DIY CAKI,6186966725
类目公域行为,DIY FEEL/黛宜菲,25691627495
类目公域行为,DJI/大疆,385438465
类目公域行为,DK&SOURCE/帝康源,1951805065
类目公域行为,DLOVE/深爱,227060877
类目公域行为,DM DOCTOR.MASKING,8685108471
类目公域行为,DMS,3227304
类目公域行为,DMSPXL/钱德明,10126905
类目公域行为,DNG,3336944
类目公域行为,DNLNXIR/黛莱皙,8399977729
类目公域行为,DNZ（食品）,9479156569
类目公域行为,DO ME CARE/欣兰,2377138360
类目公域行为,DOBBY,3634564
类目公域行为,DOBEZI/朵蓓姿,7170282118
类目公域行为,DOBO/多波欧,23549979266
类目公域行为,DOBONET,1415263913
类目公域行为,DOCOXO/稻草熊,1110494430
类目公域行为,DOCS,45436237
类目公域行为,DOCTOR LI/李医生,20073
类目公域行为,DODIE,40880750
类目公域行为,DODOHOUSE,3476455
类目公域行为,DODOPET,127178773
类目公域行为,DOE/多益,718474820
类目公域行为,DOFANKIN,22544362259
类目公域行为,DOFFLER,1709813018
类目公域行为,DOJIE/都洁,816770658
类目公域行为,DOLAIMENG/朵莱艾蒙（宠物）,28219177030
类目公域行为,DOLE（食品）,24080655562
类目公域行为,DOLPHIN MOMMY/海豚妈妈,3083555106
类目公域行为,DOLPHIN STAR/海豚星,647466519
类目公域行为,DOMIAMIA,4275145693
类目公域行为,DOMORI,16353407
类目公域行为,DONCOO,6405562
类目公域行为,DONGWON/东远,280572434
类目公域行为,DOOPH/达普适,30775021451
类目公域行为,DOOPSER/多普森,774244058
类目公域行为,DORAEMON/哆啦A梦,132556
类目公域行为,DORPANG/多潘,780274890
类目公域行为,DORUFOAM/拂梦,526894843
类目公域行为,DOSCOO,1961112948
类目公域行为,DOT/小不点,3420225
类目公域行为,DOTUS/多特思,358270116
类目公域行为,DOTZN,6491367918
类目公域行为,DOUBLE BEARS/双熊,3312614
类目公域行为,DOUBLE FISH/双鱼,20604
类目公域行为,DOUP,87085920
类目公域行为,DOUYO COCO,5692661065
类目公域行为,DPEI/赣春,47624948
类目公域行为,DPS（汽配）,2651043520
类目公域行为,DPU/简初,12461205205
类目公域行为,DR BUNNY,3589748
类目公域行为,DR HEALTH CARE,19003220033
类目公域行为,DR YAN/燕教授,1685610253
类目公域行为,DR. TALBOT'S,21243678694
类目公域行为,DR. YS/野森博士,24520576242
类目公域行为,DR.CFUN,18904769341
类目公域行为,DR.DMY/度美博士,23361422429
类目公域行为,DR.IT（宠物）,30140774931
类目公域行为,DR.JOHN'S,2257549189
类目公域行为,DR.PAWPAW/爪爪博士（宠物）,17190658688
类目公域行为,DR.ROOS/袋鼠医生,1702316501
类目公域行为,DR.S/舒博士,876132391
类目公域行为,DR.SOROMER/硕美博士,26305626799
类目公域行为,DR.TAO/陶博士,270042507
类目公域行为,DR.TOUCH,21961868453
类目公域行为,DR.YINNKEE,28198114940
类目公域行为,DRAGONHAWK/龙鹰纹身器材,6143511790
类目公域行为,DRAMBOR/正北,6769218
类目公域行为,DREAM BOOKS DB,171264194
类目公域行为,DREAM CAT,139425708
类目公域行为,DREAM SKIN COSMECEUTICAL/梦诗肌,18716099186
类目公域行为,DREAMWE/追味,6298008716
类目公域行为,DRETEC/多利科,303414540
类目公域行为,DRLAB/德莱博,10633352004
类目公域行为,DRMITSUI/三井制药,30795231500
类目公域行为,DR·RANBOSS/染博士,17445499183
类目公域行为,DR．WU/达尔肤,808938617
类目公域行为,DS DERMASENSA,18646534644
类目公域行为,DSHUI/董事惠,5515866109
类目公域行为,DSU（美妆）,8530666302
类目公域行为,DS（宠物用品）,21830893263
类目公域行为,DU'IT,236210576
类目公域行为,DUF/黛予,28367950522
类目公域行为,DUO,3750323
类目公域行为,DUOXIAI/多喜爱,1535533307
类目公域行为,DUP,14155657
类目公域行为,DUPONT/杜邦,133373491
类目公域行为,DURIAN POWER/榴力量,5374965655
类目公域行为,DUS,3837277
类目公域行为,DUTCHCOW/荷兰乳牛,373098454
类目公域行为,DUYUER/朵媛儿,1606518767
类目公域行为,DU’IT,236210576
类目公域行为,DW/派瀛宠物,22198518181
类目公域行为,DWARFOO,580434893
类目公域行为,DXC/稻香村,245616477
类目公域行为,DXDEECIO/迪熙,3277563503
类目公域行为,DXIASIRE/都夏尔,1929287019
类目公域行为,DZOFILM,5579667677
类目公域行为,Decathlon/迪卡侬,44506
类目公域行为,Decleor/思妍丽,20026
类目公域行为,Dettol/滴露,3409725
类目公域行为,Dr Brown’s Natural Flow/布朗博士好流畅,75940394
类目公域行为,Dr.Yu/玉泽,14807545
类目公域行为,D＆A/德克,191364593
类目公域行为,EAEK,288956393
类目公域行为,EAFIT,72017410
类目公域行为,EAGLE’S/鹰牌,42817
类目公域行为,EALPVIS（美妆）,29683031881
类目公域行为,EASYDERM,203112740
类目公域行为,EBANY/亦贝安,587528675
类目公域行为,EBERS PAPYRUS,18714821385
类目公域行为,EBISU/惠百施,94831129
类目公域行为,ECHIN/伊亲,3217695590
类目公域行为,ECOCITY（美妆）,8268616185
类目公域行为,ECOLAB/艺康,10944610270
类目公域行为,ECOSTORE,7056313
类目公域行为,EETOYS/宜特,229922406
类目公域行为,EFFICILAN/忆粉思蓝,618458680
类目公域行为,EFFORTLESS,60898429
类目公域行为,EFRORO/依芬洛,6813847393
类目公域行为,EGGKA/蛋卡,13107788260
类目公域行为,EGMAO BABY,1409599618
类目公域行为,EGO,3459447
类目公域行为,EGOBABY,67213665
类目公域行为,EGO（马来西亚）,157786198
类目公域行为,EGO－T/艾享,315766771
类目公域行为,EH/尔哈,1751514754
类目公域行为,EHD,18941917
类目公域行为,EHEIM/伊罕,80485547
类目公域行为,EHMZNV/韩姿妮,10242530026
类目公域行为,EIGSHOW,1900228311
类目公域行为,EIIO/奕沃,6458087414
类目公域行为,EIKO,10731731
类目公域行为,EINBRO/茵波,656612019
类目公域行为,EINGMEDYFRESH/英米迪,1944820500
类目公域行为,EIOS,74426890
类目公域行为,EISENBERG/伊诗贝格,33282579
类目公域行为,EKANG/翌康,59938630
类目公域行为,EKOMIO/易可美,2604628725
类目公域行为,ELADIET,195262786
类目公域行为,ELASTINE,6310234
类目公域行为,ELECOTTON/尔乐棉品,23651570883
类目公域行为,ELEGANT MUSES,1566391520
类目公域行为,ELEKCEPT/亿爱客,2601845430
类目公域行为,ELFIN/恩妃,543204200
类目公域行为,ELFWIFE,25844517843
类目公域行为,ELL,4175825
类目公域行为,ELLABAILY/艾拉贝力,1731891272
类目公域行为,ELLE,29874
类目公域行为,ELLE BABY,35134636
类目公域行为,ELLIS FIBRE,50443627
类目公域行为,ELRARE,20250935636
类目公域行为,ELSPET/小壹,2784157362
类目公域行为,EMBRYOLISSE,4386011
类目公域行为,EMMA MOLLY/艾玛莫莉,1771568100
类目公域行为,EMWM,567874796
类目公域行为,EMXEE/嫚熙,718978045
类目公域行为,ENAH,191308311
